Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
19,00644,,00644,,00644,Michael Cohen,4,African American Studies,142AC,001,A,Letter Grade,A,Race/American Film
9,00644,,00644,,00644,Michael Cohen,3.7,African American Studies,142AC,001,A,Letter Grade,A-,Race/American Film
10,00644,,00644,,00644,Michael Cohen,3.3,African American Studies,142AC,001,B,Letter Grade,B+,Race/American Film
24,00644,,00644,,00644,Michael Cohen,3,African American Studies,142AC,001,B,Letter Grade,B,Race/American Film
11,00644,,00644,,00644,Michael Cohen,2.7,African American Studies,142AC,001,B,Letter Grade,B-,Race/American Film
1,00644,,00644,,00644,Michael Cohen,2.3,African American Studies,142AC,001,C,Letter Grade,C+,Race/American Film
2,00644,,00644,,00644,Michael Cohen,2,African American Studies,142AC,001,C,Letter Grade,C,Race/American Film
16,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,Credit,Non-Letter Grade,Pass,Race/American Film
2,00644,,00644,,00644,Michael Cohen,,African American Studies,142AC,001,No Credit,Non-Letter Grade,Not Pass,Race/American Film
4,00650,,00650,,00650,Darieck Scott,4,African American Studies,152F,001,A,Letter Grade,A,Neo-Slave Narrative
8,00650,,00650,,00650,Darieck Scott,3.7,African American Studies,152F,001,A,Letter Grade,A-,Neo-Slave Narrative
3,00650,,00650,,00650,Darieck Scott,3.3,African American Studies,152F,001,B,Letter Grade,B+,Neo-Slave Narrative
3,00650,,00650,,00650,Darieck Scott,3,African American Studies,152F,001,B,Letter Grade,B,Neo-Slave Narrative
2,00650,,00650,,00650,Darieck Scott,2.7,African American Studies,152F,001,B,Letter Grade,B-,Neo-Slave Narrative
2,00650,,00650,,00650,Darieck Scott,2,African American Studies,152F,001,C,Letter Grade,C,Neo-Slave Narrative
1,00650,,00650,,00650,Darieck Scott,0.7,African American Studies,152F,001,D,Letter Grade,D-,Neo-Slave Narrative
1,00650,,00650,,00650,Darieck Scott,0,African American Studies,152F,001,F,Letter Grade,F,Neo-Slave Narrative
1,00650,,00650,,00650,Darieck Scott,,African American Studies,152F,001,Credit,Non-Letter Grade,Pass,Neo-Slave Narrative
4,00653,,00653,,00653,Aya De Leon,4,African American Studies,156AC,001,A,Letter Grade,A+,Poetry 4 People:Int
36,00653,,00653,,00653,Aya De Leon,4,African American Studies,156AC,001,A,Letter Grade,A,Poetry 4 People:Int
7,00653,,00653,,00653,Aya De Leon,3.7,African American Studies,156AC,001,A,Letter Grade,A-,Poetry 4 People:Int
