Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
7,00650,,00650,,00650,Michel Laguerre,3,African American Studies,131,001,B,Letter Grade,B,"Carib Soc, Cultures"
1,00650,,00650,,00650,Michel Laguerre,2.7,African American Studies,131,001,B,Letter Grade,B-,"Carib Soc, Cultures"
7,00650,,00650,,00650,Michel Laguerre,,African American Studies,131,001,Credit,Non-Letter Grade,Pass,"Carib Soc, Cultures"
7,00653,,00653,,00653,Nailah Suad-Bakari,4,African American Studies,C133A,001,A,Letter Grade,A+,Race Urban Sch
5,00653,,00653,,00653,Nailah Suad-Bakari,4,African American Studies,C133A,001,A,Letter Grade,A,Race Urban Sch
12,00653,,00653,,00653,Nailah Suad-Bakari,3.7,African American Studies,C133A,001,A,Letter Grade,A-,Race Urban Sch
5,00653,,00653,,00653,Nailah Suad-Bakari,3.3,African American Studies,C133A,001,B,Letter Grade,B+,Race Urban Sch
1,00653,,00653,,00653,Nailah Suad-Bakari,3,African American Studies,C133A,001,B,Letter Grade,B,Race Urban Sch
1,00653,,00653,,00653,Nailah Suad-Bakari,,African American Studies,C133A,001,Credit,Non-Letter Grade,Pass,Race Urban Sch
11,00656,,00656,,00656,Michel Laguerre,4,African American Studies,C134,001,A,Letter Grade,A,Info Tech And Soc
1,00656,,00656,,00656,Michel Laguerre,3.7,African American Studies,C134,001,A,Letter Grade,A-,Info Tech And Soc
2,00656,,00656,,00656,Michel Laguerre,3.3,African American Studies,C134,001,B,Letter Grade,B+,Info Tech And Soc
1,00656,,00656,,00656,Michel Laguerre,3,African American Studies,C134,001,B,Letter Grade,B,Info Tech And Soc
2,00656,,00656,,00656,Michel Laguerre,2.3,African American Studies,C134,001,C,Letter Grade,C+,Info Tech And Soc
1,00656,,00656,,00656,Michel Laguerre,,African American Studies,C134,001,Credit,Non-Letter Grade,Pass,Info Tech And Soc
2,00659,,00659,,00659,Nikki Jones,4,African American Studies,139,001,A,Letter Grade,A+,Sel Top:Africam Soc
11,00659,,00659,,00659,Nikki Jones,4,African American Studies,139,001,A,Letter Grade,A,Sel Top:Africam Soc
3,00659,,00659,,00659,Nikki Jones,3.7,African American Studies,139,001,A,Letter Grade,A-,Sel Top:Africam Soc
3,00659,,00659,,00659,Nikki Jones,3.3,African American Studies,139,001,B,Letter Grade,B+,Sel Top:Africam Soc
3,00659,,00659,,00659,Nikki Jones,3,African American Studies,139,001,B,Letter Grade,B,Sel Top:Africam Soc
1,00659,,00659,,00659,Nikki Jones,2.7,African American Studies,139,001,B,Letter Grade,B-,Sel Top:Africam Soc
1,00659,,00659,,00659,Nikki Jones,0,African American Studies,139,001,F,Letter Grade,F,Sel Top:Africam Soc
1,00659,,00659,,00659,Nikki Jones,,African American Studies,139,001,Credit,Non-Letter Grade,Pass,Sel Top:Africam Soc
2,00665,,00665,,00665,Aya De Leon,4,African American Studies,158A,001,A,Letter Grade,A,Poetry 4 Peop:Teach
6,00668,,00668,,00668,Aya De Leon,4,African American Studies,159,001,A,Letter Grade,A,Spec Top Afam Lit
4,00668,,00668,,00668,Aya De Leon,3.7,African American Studies,159,001,A,Letter Grade,A-,Spec Top Afam Lit
1,00668,,00668,,00668,Aya De Leon,3.3,African American Studies,159,001,B,Letter Grade,B+,Spec Top Afam Lit
2,00668,,00668,,00668,Aya De Leon,3,African American Studies,159,001,B,Letter Grade,B,Spec Top Afam Lit
1,00668,,00668,,00668,Aya De Leon,2.7,African American Studies,159,001,B,Letter Grade,B-,Spec Top Afam Lit
1,00668,,00668,,00668,Aya De Leon,0,African American Studies,159,001,F,Letter Grade,F,Spec Top Afam Lit
