Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
11,00533,,00533,,00533,Siri Brown,3.7,African American Studies,5A,001,A,Letter Grade,A-,Afam Life & Cul U S
17,00533,,00533,,00533,Siri Brown,3.3,African American Studies,5A,001,B,Letter Grade,B+,Afam Life & Cul U S
3,00533,,00533,,00533,Siri Brown,3,African American Studies,5A,001,B,Letter Grade,B,Afam Life & Cul U S
4,00533,,00533,,00533,Siri Brown,2.7,African American Studies,5A,001,B,Letter Grade,B-,Afam Life & Cul U S
5,00533,,00533,,00533,Siri Brown,2.3,African American Studies,5A,001,C,Letter Grade,C+,Afam Life & Cul U S
3,00533,,00533,,00533,Siri Brown,2,African American Studies,5A,001,C,Letter Grade,C,Afam Life & Cul U S
2,00533,,00533,,00533,Siri Brown,1.7,African American Studies,5A,001,C,Letter Grade,C-,Afam Life & Cul U S
2,00533,,00533,,00533,Siri Brown,1,African American Studies,5A,001,D,Letter Grade,D,Afam Life & Cul U S
1,00533,,00533,,00533,Siri Brown,0,African American Studies,5A,001,F,Letter Grade,F,Afam Life & Cul U S
6,00533,,00533,,00533,Siri Brown,,African American Studies,5A,001,Credit,Non-Letter Grade,Pass,Afam Life & Cul U S
32,00545,,00545,,00545,Percy Hintzen,4,African American Studies,27AC,001,A,Letter Grade,A,Lives/Strug/Maj Cul
30,00545,,00545,,00545,Percy Hintzen,3.7,African American Studies,27AC,001,A,Letter Grade,A-,Lives/Strug/Maj Cul
27,00545,,00545,,00545,Percy Hintzen,3.3,African American Studies,27AC,001,B,Letter Grade,B+,Lives/Strug/Maj Cul
23,00545,,00545,,00545,Percy Hintzen,3,African American Studies,27AC,001,B,Letter Grade,B,Lives/Strug/Maj Cul
4,00545,,00545,,00545,Percy Hintzen,2.7,African American Studies,27AC,001,B,Letter Grade,B-,Lives/Strug/Maj Cul
4,00545,,00545,,00545,Percy Hintzen,2.3,African American Studies,27AC,001,C,Letter Grade,C+,Lives/Strug/Maj Cul
1,00545,,00545,,00545,Percy Hintzen,1.7,African American Studies,27AC,001,C,Letter Grade,C-,Lives/Strug/Maj Cul
1,00545,,00545,,00545,Percy Hintzen,1,African American Studies,27AC,001,D,Letter Grade,D,Lives/Strug/Maj Cul
4,00545,,00545,,00545,Percy Hintzen,0,African American Studies,27AC,001,F,Letter Grade,F,Lives/Strug/Maj Cul
22,00545,,00545,,00545,Percy Hintzen,,African American Studies,27AC,001,Credit,Non-Letter Grade,Pass,Lives/Strug/Maj Cul
5,00545,,00545,,00545,Percy Hintzen,,African American Studies,27AC,001,No Credit,Non-Letter Grade,Not Pass,Lives/Strug/Maj Cul
4,00559,,00559,,00559,Ula Taylor,,African American Studies,98,001,Credit,Non-Letter Grade,Pass,Directed Group Stdy
6,00560,,00560,,00560,Ula Taylor,,African American Studies,98,002,Credit,Non-Letter Grade,Pass,Directed Group Stdy
10,00575,,00575,,00575,Charles Henry,,African American Studies,98,007,Credit,Non-Letter Grade,Pass,Directed Group Stdy
34,00758,,00758,,00758,Ula Taylor,,African American Studies,98,010,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00758,,00758,,00758,Ula Taylor,,African American Studies,98,010,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
2,00584,,00584,,00584,Hardy Frye,,African American Studies,98,012,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,00584,,00584,,00584,Hardy Frye,,African American Studies,98,012,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
16,00590,,00590,,00590,Robert Allen,,African American Studies,98,014,Credit,Non-Letter Grade,Pass,Directed Group Stdy
13,00593,,00593,,00593,Hardy Frye,,African American Studies,98,015,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00599,,00599,,00599,Hardy Frye,4,African American Studies,101,001,A,Letter Grade,A+,Research Methods
2,00599,,00599,,00599,Hardy Frye,4,African American Studies,101,001,A,Letter Grade,A,Research Methods
3,00599,,00599,,00599,Hardy Frye,3.7,African American Studies,101,001,A,Letter Grade,A-,Research Methods
2,00599,,00599,,00599,Hardy Frye,3.3,African American Studies,101,001,B,Letter Grade,B+,Research Methods
4,00599,,00599,,00599,Hardy Frye,3,African American Studies,101,001,B,Letter Grade,B,Research Methods
3,00599,,00599,,00599,Hardy Frye,2,African American Studies,101,001,C,Letter Grade,C,Research Methods
1,00599,,00599,,00599,Hardy Frye,1.7,African American Studies,101,001,C,Letter Grade,C-,Research Methods
1,00599,,00599,,00599,Hardy Frye,1,African American Studies,101,001,D,Letter Grade,D,Research Methods
1,00599,,00599,,00599,Hardy Frye,0,African American Studies,101,001,F,Letter Grade,F,Research Methods
25,00602,,00602,,00602,Robert Allen,4,African American Studies,109,001,A,Letter Grade,A,Black/Male Am Life
2,00602,,00602,,00602,Robert Allen,3.7,African American Studies,109,001,A,Letter Grade,A-,Black/Male Am Life
1,00602,,00602,,00602,Robert Allen,3,African American Studies,109,001,B,Letter Grade,B,Black/Male Am Life
1,00602,,00602,,00602,Robert Allen,,African American Studies,109,001,Credit,Non-Letter Grade,Pass,Black/Male Am Life
1,00605,,00605,,00605,Percy Hintzen,4,African American Studies,112A,001,A,Letter Grade,A+,Pol/Eco Dev 3rd Wld
8,00605,,00605,,00605,Percy Hintzen,4,African American Studies,112A,001,A,Letter Grade,A,Pol/Eco Dev 3rd Wld
9,00605,,00605,,00605,Percy Hintzen,3.7,African American Studies,112A,001,A,Letter Grade,A-,Pol/Eco Dev 3rd Wld
8,00605,,00605,,00605,Percy Hintzen,3.3,African American Studies,112A,001,B,Letter Grade,B+,Pol/Eco Dev 3rd Wld
3,00605,,00605,,00605,Percy Hintzen,3,African American Studies,112A,001,B,Letter Grade,B,Pol/Eco Dev 3rd Wld
1,00605,,00605,,00605,Percy Hintzen,2.7,African American Studies,112A,001,B,Letter Grade,B-,Pol/Eco Dev 3rd Wld
1,00605,,00605,,00605,Percy Hintzen,1.7,African American Studies,112A,001,C,Letter Grade,C-,Pol/Eco Dev 3rd Wld
1,00605,,00605,,00605,Percy Hintzen,1,African American Studies,112A,001,D,Letter Grade,D,Pol/Eco Dev 3rd Wld
1,00605,,00605,,00605,Percy Hintzen,0,African American Studies,112A,001,F,Letter Grade,F,Pol/Eco Dev 3rd Wld
3,00605,,00605,,00605,Percy Hintzen,,African American Studies,112A,001,Credit,Non-Letter Grade,Pass,Pol/Eco Dev 3rd Wld
1,00605,,00605,,00605,Percy Hintzen,,African American Studies,112A,001,No Credit,Non-Letter Grade,Not Pass,Pol/Eco Dev 3rd Wld
1,00608,,00608,,00608,Ula Taylor,4,African American Studies,116,001,A,Letter Grade,A+,Slavery And African
12,00608,,00608,,00608,Ula Taylor,4,African American Studies,116,001,A,Letter Grade,A,Slavery And African
5,00608,,00608,,00608,Ula Taylor,3.7,African American Studies,116,001,A,Letter Grade,A-,Slavery And African
4,00608,,00608,,00608,Ula Taylor,3.3,African American Studies,116,001,B,Letter Grade,B+,Slavery And African
5,00608,,00608,,00608,Ula Taylor,3,African American Studies,116,001,B,Letter Grade,B,Slavery And African
2,00608,,00608,,00608,Ula Taylor,2.3,African American Studies,116,001,C,Letter Grade,C+,Slavery And African
2,00608,,00608,,00608,Ula Taylor,2,African American Studies,116,001,C,Letter Grade,C,Slavery And African
3,00608,,00608,,00608,Ula Taylor,1.7,African American Studies,116,001,C,Letter Grade,C-,Slavery And African
2,00608,,00608,,00608,Ula Taylor,1.3,African American Studies,116,001,D,Letter Grade,D+,Slavery And African
1,00608,,00608,,00608,Ula Taylor,1,African American Studies,116,001,D,Letter Grade,D,Slavery And African
1,00608,,00608,,00608,Ula Taylor,0.7,African American Studies,116,001,D,Letter Grade,D-,Slavery And African
2,00608,,00608,,00608,Ula Taylor,0,African American Studies,116,001,F,Letter Grade,F,Slavery And African
5,00608,,00608,,00608,Ula Taylor,,African American Studies,116,001,Credit,Non-Letter Grade,Pass,Slavery And African
5,00611,,00611,,00611,Charles Henry,4,African American Studies,124,001,A,Letter Grade,A+,Pol Phil M L King
18,00611,,00611,,00611,Charles Henry,4,African American Studies,124,001,A,Letter Grade,A,Pol Phil M L King
3,00611,,00611,,00611,Charles Henry,3.7,African American Studies,124,001,A,Letter Grade,A-,Pol Phil M L King
3,00611,,00611,,00611,Charles Henry,3.3,African American Studies,124,001,B,Letter Grade,B+,Pol Phil M L King
4,00611,,00611,,00611,Charles Henry,3,African American Studies,124,001,B,Letter Grade,B,Pol Phil M L King
5,00611,,00611,,00611,Charles Henry,2.7,African American Studies,124,001,B,Letter Grade,B-,Pol Phil M L King
1,00611,,00611,,00611,Charles Henry,2.3,African American Studies,124,001,C,Letter Grade,C+,Pol Phil M L King
5,00611,,00611,,00611,Charles Henry,2,African American Studies,124,001,C,Letter Grade,C,Pol Phil M L King
2,00611,,00611,,00611,Charles Henry,1,African American Studies,124,001,D,Letter Grade,D,Pol Phil M L King
1,00611,,00611,,00611,Charles Henry,0.7,African American Studies,124,001,D,Letter Grade,D-,Pol Phil M L King
3,00611,,00611,,00611,Charles Henry,,African American Studies,124,001,Credit,Non-Letter Grade,Pass,Pol Phil M L King
2,00617,,00617,,00617,Michel Laguerre,4,African American Studies,C134,001,A,Letter Grade,A,Info Tech And Soc
2,00617,,00617,,00617,Michel Laguerre,3.7,African American Studies,C134,001,A,Letter Grade,A-,Info Tech And Soc
2,00617,,00617,,00617,Michel Laguerre,3.3,African American Studies,C134,001,B,Letter Grade,B+,Info Tech And Soc
1,00617,,00617,,00617,Michel Laguerre,3,African American Studies,C134,001,B,Letter Grade,B,Info Tech And Soc
1,00617,,00617,,00617,Michel Laguerre,,African American Studies,C134,001,Credit,Non-Letter Grade,Pass,Info Tech And Soc
13,00620,,00620,,00620,Michael Cohen,4,African American Studies,142AC,001,A,Letter Grade,A,Race/American Film
5,00620,,00620,,00620,Michael Cohen,3.7,African American Studies,142AC,001,A,Letter Grade,A-,Race/American Film
11,00620,,00620,,00620,Michael Cohen,3.3,African American Studies,142AC,001,B,Letter Grade,B+,Race/American Film
30,00620,,00620,,00620,Michael Cohen,3,African American Studies,142AC,001,B,Letter Grade,B,Race/American Film
6,00620,,00620,,00620,Michael Cohen,2.7,African American Studies,142AC,001,B,Letter Grade,B-,Race/American Film
2,00620,,00620,,00620,Michael Cohen,2.3,African American Studies,142AC,001,C,Letter Grade,C+,Race/American Film
12,00620,,00620,,00620,Michael Cohen,,African American Studies,142AC,001,Credit,Non-Letter Grade,Pass,Race/American Film
2,00626,,00626,,00626,Darieck Scott,4,African American Studies,150B,001,A,Letter Grade,A+,Afriam Lit '20-Pres
7,00626,,00626,,00626,Darieck Scott,4,African American Studies,150B,001,A,Letter Grade,A,Afriam Lit '20-Pres
7,00626,,00626,,00626,Darieck Scott,3.7,African American Studies,150B,001,A,Letter Grade,A-,Afriam Lit '20-Pres
6,00626,,00626,,00626,Darieck Scott,3.3,African American Studies,150B,001,B,Letter Grade,B+,Afriam Lit '20-Pres
1,00626,,00626,,00626,Darieck Scott,3,African American Studies,150B,001,B,Letter Grade,B,Afriam Lit '20-Pres
1,00626,,00626,,00626,Darieck Scott,2.3,African American Studies,150B,001,C,Letter Grade,C+,Afriam Lit '20-Pres
1,00626,,00626,,00626,Darieck Scott,2,African American Studies,150B,001,C,Letter Grade,C,Afriam Lit '20-Pres
2,00626,,00626,,00626,Darieck Scott,,African American Studies,150B,001,Credit,Non-Letter Grade,Pass,Afriam Lit '20-Pres
11,00631,,00631,,00631,Aparajita Nanda,4,African American Studies,155,001,A,Letter Grade,A,Lit Carib: Sig Them
6,00631,,00631,,00631,Aparajita Nanda,3.7,African American Studies,155,001,A,Letter Grade,A-,Lit Carib: Sig Them
7,00631,,00631,,00631,Aparajita Nanda,3.3,African American Studies,155,001,B,Letter Grade,B+,Lit Carib: Sig Them
4,00631,,00631,,00631,Aparajita Nanda,3,African American Studies,155,001,B,Letter Grade,B,Lit Carib: Sig Them
2,00631,,00631,,00631,Aparajita Nanda,2.7,African American Studies,155,001,B,Letter Grade,B-,Lit Carib: Sig Them
1,00631,,00631,,00631,Aparajita Nanda,2.3,African American Studies,155,001,C,Letter Grade,C+,Lit Carib: Sig Them
1,00631,,00631,,00631,Aparajita Nanda,,African American Studies,155,001,Credit,Non-Letter Grade,Pass,Lit Carib: Sig Them
7,00632,,00632,,00632,Aya De Leon,4,African American Studies,158A,001,A,Letter Grade,A,Poetry 4 Peop:Teach
1,00632,,00632,,00632,Aya De Leon,3,African American Studies,158A,001,B,Letter Grade,B,Poetry 4 Peop:Teach
7,00638,,00638,,00638,Aya De Leon,4,African American Studies,159,002,A,Letter Grade,A,Spec Top Afam Lit
1,00638,,00638,,00638,Aya De Leon,3.7,African American Studies,159,002,A,Letter Grade,A-,Spec Top Afam Lit
3,00638,,00638,,00638,Aya De Leon,3.3,African American Studies,159,002,B,Letter Grade,B+,Spec Top Afam Lit
1,00638,,00638,,00638,Aya De Leon,3,African American Studies,159,002,B,Letter Grade,B,Spec Top Afam Lit
1,00638,,00638,,00638,Aya De Leon,2.3,African American Studies,159,002,C,Letter Grade,C+,Spec Top Afam Lit
2,00641,,00641,,00641,Aparajita Nanda,4,African American Studies,159,003,A,Letter Grade,A,Spec Top Afam Lit
1,00641,,00641,,00641,Aparajita Nanda,3.7,African American Studies,159,003,A,Letter Grade,A-,Spec Top Afam Lit
1,00641,,00641,,00641,Aparajita Nanda,3.3,African American Studies,159,003,B,Letter Grade,B+,Spec Top Afam Lit
3,00641,,00641,,00641,Aparajita Nanda,3,African American Studies,159,003,B,Letter Grade,B,Spec Top Afam Lit
2,00641,,00641,,00641,Aparajita Nanda,2.7,African American Studies,159,003,B,Letter Grade,B-,Spec Top Afam Lit
1,00641,,00641,,00641,Aparajita Nanda,0,African American Studies,159,003,F,Letter Grade,F,Spec Top Afam Lit
3,00641,,00641,,00641,Aparajita Nanda,,African American Studies,159,003,Credit,Non-Letter Grade,Pass,Spec Top Afam Lit
1,00641,,00641,,00641,Aparajita Nanda,,African American Studies,159,003,No Credit,Non-Letter Grade,Not Pass,Spec Top Afam Lit
1,00646,,00646,,00646,Ula Taylor,4,African American Studies,H195B,001,A,Letter Grade,A,Senior Honor Thesis
3,00674,,00674,,00674,Ula Taylor,,African American Studies,198,009,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00676,,00676,,00676,Ula Taylor,,African American Studies,198,010,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,00680,,00680,,00680,Hardy Frye,,African American Studies,198,012,Credit,Non-Letter Grade,Pass,Directed Group Stdy
8,00686,,00686,,00686,Robert Allen,,African American Studies,198,014,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00695,,00695,,00695,Charles Henry,,African American Studies,199,002,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,00710,,00710,,00710,Michel Laguerre,,African American Studies,241,002,No Credit,Non-Letter Grade,Unsatisfactory,Spec Topics
5,00712,,00712,,00712,Charles Henry,4,African American Studies,241,003,A,Letter Grade,A,Spec Topics
5,00755,,00755,,00755,Hardy Frye,4,African American Studies,241,004,A,Letter Grade,A,Spec Topics
11,00722,,00722,,00722,Charles Henry,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
9,00725,,00725,,00725,Charles Henry,,African American Studies,299,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00731,,00731,,00731,Percy Hintzen,4,African American Studies,299,003,A,Letter Grade,A,Ind Stdy/Res
1,00734,,00734,,00734,Ula Taylor,4,African American Studies,299,004,A,Letter Grade,A,Ind Stdy/Res
1,00740,,00740,,00740,Ula Taylor,4,African American Studies,299,006,A,Letter Grade,A,Ind Stdy/Res
3,00752,,00752,,00752,Sau-Ling Wong,4,African American Studies,C301,001,A,Letter Grade,A,Critical Pedagogy
1,00752,,00752,,00752,Sau-Ling Wong,,African American Studies,C301,001,Credit,Non-Letter Grade,Satisfactory,Critical Pedagogy
7,00749,,00749,,00749,Charles Henry,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
1,01024,,01024,,01024,Anastasios Melis,,Ag & Environmental Chem,299,009,Credit,Non-Letter Grade,Satisfactory,Research In Ag Chem
2,01703,,01703,,01703,Brian Wright; Larry Karp,4,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A+,Industrial Organz'N
5,01703,,01703,,01703,Brian Wright; Larry Karp,4,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A,Industrial Organz'N
2,01703,,01703,,01703,Brian Wright; Larry Karp,3.7,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A-,Industrial Organz'N
5,01703,,01703,,01703,Brian Wright; Larry Karp,3.3,Ag & Resource Econ & Pol,201,001,B,Letter Grade,B+,Industrial Organz'N
1,01703,,01703,,01703,Brian Wright; Larry Karp,3,Ag & Resource Econ & Pol,201,001,B,Letter Grade,B,Industrial Organz'N
2,01703,,01703,,01703,Brian Wright; Larry Karp,,Ag & Resource Econ & Pol,201,001,Credit,Non-Letter Grade,Satisfactory,Industrial Organz'N
3,01709,,01709,,01709,Jeffrey Lafrance,4,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A+,Prob And Stat
5,01709,,01709,,01709,Jeffrey Lafrance,4,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A,Prob And Stat
1,01709,,01709,,01709,Jeffrey Lafrance,3.7,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A-,Prob And Stat
2,01709,,01709,,01709,Jeffrey Lafrance,3,Ag & Resource Econ & Pol,210,001,B,Letter Grade,B,Prob And Stat
1,01712,,01712,,01712,Leo Simon,4,Ag & Resource Econ & Pol,211,001,A,Letter Grade,A+,Mathematical Method
3,01712,,01712,,01712,Leo Simon,4,Ag & Resource Econ & Pol,211,001,A,Letter Grade,A,Mathematical Method
2,01712,,01712,,01712,Leo Simon,3.7,Ag & Resource Econ & Pol,211,001,A,Letter Grade,A-,Mathematical Method
3,01712,,01712,,01712,Leo Simon,3.3,Ag & Resource Econ & Pol,211,001,B,Letter Grade,B+,Mathematical Method
2,01712,,01712,,01712,Leo Simon,3,Ag & Resource Econ & Pol,211,001,B,Letter Grade,B,Mathematical Method
2,01712,,01712,,01712,Leo Simon,2.7,Ag & Resource Econ & Pol,211,001,B,Letter Grade,B-,Mathematical Method
1,01712,,01712,,01712,Leo Simon,2.3,Ag & Resource Econ & Pol,211,001,C,Letter Grade,C+,Mathematical Method
2,01718,,01718,,01718,Maximilian Auffhammer,4,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A,Econometric Proj
3,01718,,01718,,01718,Maximilian Auffhammer,3.7,Ag & Resource Econ & Pol,219B,001,A,Letter Grade,A-,Econometric Proj
2,01718,,01718,,01718,Maximilian Auffhammer,3.3,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B+,Econometric Proj
3,01718,,01718,,01718,Maximilian Auffhammer,3,Ag & Resource Econ & Pol,219B,001,B,Letter Grade,B,Econometric Proj
1,01718,,01718,,01718,Maximilian Auffhammer,1.7,Ag & Resource Econ & Pol,219B,001,C,Letter Grade,C-,Econometric Proj
1,01721,,01721,,01721,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,001,A,Letter Grade,A+,"Production,Tec&Risk"
4,01721,,01721,,01721,David Sunding; David Zilberman,4,Ag & Resource Econ & Pol,241,001,A,Letter Grade,A,"Production,Tec&Risk"
2,01721,,01721,,01721,David Sunding; David Zilberman,3.3,Ag & Resource Econ & Pol,241,001,B,Letter Grade,B+,"Production,Tec&Risk"
6,01727,,01727,,01727,Elisabeth Sadoulet; Ethan Ligon,4,Ag & Resource Econ & Pol,C251,001,A,Letter Grade,A,Econ Development
2,01727,,01727,,01727,Elisabeth Sadoulet; Ethan Ligon,3.7,Ag & Resource Econ & Pol,C251,001,A,Letter Grade,A-,Econ Development
1,01727,,01727,,01727,Elisabeth Sadoulet; Ethan Ligon,2.7,Ag & Resource Econ & Pol,C251,001,B,Letter Grade,B-,Econ Development
2,01730,,01730,,01730,Alain Dejanvry; Elisabeth Sadoulet,4,Ag & Resource Econ & Pol,C253,001,A,Letter Grade,A+,Int Ec Dev Policy
3,01730,,01730,,01730,Alain Dejanvry; Elisabeth Sadoulet,4,Ag & Resource Econ & Pol,C253,001,A,Letter Grade,A,Int Ec Dev Policy
2,01730,,01730,,01730,Alain Dejanvry; Elisabeth Sadoulet,3.7,Ag & Resource Econ & Pol,C253,001,A,Letter Grade,A-,Int Ec Dev Policy
1,01730,,01730,,01730,Alain Dejanvry; Elisabeth Sadoulet,,Ag & Resource Econ & Pol,C253,001,Credit,Non-Letter Grade,Satisfactory,Int Ec Dev Policy
6,01733,,01733,,01733,Jeremy Magruder,,Ag & Resource Econ & Pol,259,001,Credit,Non-Letter Grade,Satisfactory,Development Wkshop
