Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,57303,,57303,,57303,Brian Stone; Kathryn Parker,4,Aerospace Studies,1A,001,A,Letter Grade,A+,Found Us Air Force
8,57303,,57303,,57303,Brian Stone; Kathryn Parker,4,Aerospace Studies,1A,001,A,Letter Grade,A,Found Us Air Force
8,57303,,57303,,57303,Brian Stone; Kathryn Parker,3.7,Aerospace Studies,1A,001,A,Letter Grade,A-,Found Us Air Force
5,57303,,57303,,57303,Brian Stone; Kathryn Parker,3.3,Aerospace Studies,1A,001,B,Letter Grade,B+,Found Us Air Force
4,57303,,57303,,57303,Brian Stone; Kathryn Parker,3,Aerospace Studies,1A,001,B,Letter Grade,B,Found Us Air Force
1,57303,,57303,,57303,Brian Stone; Kathryn Parker,2.3,Aerospace Studies,1A,001,C,Letter Grade,C+,Found Us Air Force
1,57303,,57303,,57303,Brian Stone; Kathryn Parker,2,Aerospace Studies,1A,001,C,Letter Grade,C,Found Us Air Force
1,57303,,57303,,57303,Brian Stone; Kathryn Parker,1.7,Aerospace Studies,1A,001,C,Letter Grade,C-,Found Us Air Force
2,57306,,57306,,57306,Brian Stone; Kathryn Parker,4,Aerospace Studies,2A,001,A,Letter Grade,A+,Evolut Of Air Power
3,57306,,57306,,57306,Brian Stone; Kathryn Parker,4,Aerospace Studies,2A,001,A,Letter Grade,A,Evolut Of Air Power
7,57306,,57306,,57306,Brian Stone; Kathryn Parker,3.7,Aerospace Studies,2A,001,A,Letter Grade,A-,Evolut Of Air Power
3,57306,,57306,,57306,Brian Stone; Kathryn Parker,3.3,Aerospace Studies,2A,001,B,Letter Grade,B+,Evolut Of Air Power
4,57306,,57306,,57306,Brian Stone; Kathryn Parker,3,Aerospace Studies,2A,001,B,Letter Grade,B,Evolut Of Air Power
1,57306,,57306,,57306,Brian Stone; Kathryn Parker,2.7,Aerospace Studies,2A,001,B,Letter Grade,B-,Evolut Of Air Power
