Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
3,57206,,57206,,57206,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,1B,001,A,Letter Grade,A+,Found Us Air Force
10,57206,,57206,,57206,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,1B,001,A,Letter Grade,A,Found Us Air Force
1,57206,,57206,,57206,Alexander Simpson; Christopher Carroll,3.7,Aerospace Studies,1B,001,A,Letter Grade,A-,Found Us Air Force
2,57206,,57206,,57206,Alexander Simpson; Christopher Carroll,0,Aerospace Studies,1B,001,F,Letter Grade,F,Found Us Air Force
5,57212,,57212,,57212,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,2B,001,A,Letter Grade,A+,Evolut Of Air Power
4,57212,,57212,,57212,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,2B,001,A,Letter Grade,A,Evolut Of Air Power
4,57212,,57212,,57212,Alexander Simpson; Christopher Carroll,3.7,Aerospace Studies,2B,001,A,Letter Grade,A-,Evolut Of Air Power
14,57215,,57215,,57215,Alexander Simpson; Christopher Carroll,,Aerospace Studies,100,001,Credit,Non-Letter Grade,Pass,Leadership Lab
3,57218,,57218,,57218,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,135B,001,A,Letter Grade,A+,Air Force Studies
2,57218,,57218,,57218,Alexander Simpson; Christopher Carroll,4,Aerospace Studies,135B,001,A,Letter Grade,A,Air Force Studies
1,57218,,57218,,57218,Alexander Simpson; Christopher Carroll,3.7,Aerospace Studies,135B,001,A,Letter Grade,A-,Air Force Studies
1,57218,,57218,,57218,Alexander Simpson; Christopher Carroll,3,Aerospace Studies,135B,001,B,Letter Grade,B,Air Force Studies
6,00503,,00503,,00503,Aparajita Nanda,4,African American Studies,R1A,001,A,Letter Grade,A,Fresh Composition
2,00503,,00503,,00503,Aparajita Nanda,3.7,African American Studies,R1A,001,A,Letter Grade,A-,Fresh Composition
7,00503,,00503,,00503,Aparajita Nanda,3.3,African American Studies,R1A,001,B,Letter Grade,B+,Fresh Composition
1,00503,,00503,,00503,Aparajita Nanda,3,African American Studies,R1A,001,B,Letter Grade,B,Fresh Composition
1,00503,,00503,,00503,Aparajita Nanda,2.3,African American Studies,R1A,001,C,Letter Grade,C+,Fresh Composition
1,00503,,00503,,00503,Aparajita Nanda,2,African American Studies,R1A,001,C,Letter Grade,C,Fresh Composition
1,00503,,00503,,00503,Aparajita Nanda,,African American Studies,R1A,001,No Credit,Non-Letter Grade,Not Pass,Fresh Composition
2,00509,,00509,,00509,Aparajita Nanda,4,African American Studies,R1B,001,A,Letter Grade,A+,Freshmn Composition
4,00509,,00509,,00509,Aparajita Nanda,4,African American Studies,R1B,001,A,Letter Grade,A,Freshmn Composition
4,00509,,00509,,00509,Aparajita Nanda,3.7,African American Studies,R1B,001,A,Letter Grade,A-,Freshmn Composition
6,00509,,00509,,00509,Aparajita Nanda,3.3,African American Studies,R1B,001,B,Letter Grade,B+,Freshmn Composition
3,00509,,00509,,00509,Aparajita Nanda,3,African American Studies,R1B,001,B,Letter Grade,B,Freshmn Composition
2,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,4,African American Studies,R1B,002,A,Letter Grade,A,Freshmn Composition
4,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,3.7,African American Studies,R1B,002,A,Letter Grade,A-,Freshmn Composition
3,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,3.3,African American Studies,R1B,002,B,Letter Grade,B+,Freshmn Composition
4,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,3,African American Studies,R1B,002,B,Letter Grade,B,Freshmn Composition
1,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,2.7,African American Studies,R1B,002,B,Letter Grade,B-,Freshmn Composition
1,00515,,00515,,00515,Charisse Burden-Stelly; Nailah Suad-Bakari,2.3,African American Studies,R1B,002,C,Letter Grade,C+,Freshmn Composition
4,00521,,00521,,00521,Nailah Suad-Bakari,4,African American Studies,R1B,003,A,Letter Grade,A,Freshmn Composition
3,00521,,00521,,00521,Nailah Suad-Bakari,3.7,African American Studies,R1B,003,A,Letter Grade,A-,Freshmn Composition
4,00521,,00521,,00521,Nailah Suad-Bakari,3.3,African American Studies,R1B,003,B,Letter Grade,B+,Freshmn Composition
1,00521,,00521,,00521,Nailah Suad-Bakari,3,African American Studies,R1B,003,B,Letter Grade,B,Freshmn Composition
1,00521,,00521,,00521,Nailah Suad-Bakari,2.7,African American Studies,R1B,003,B,Letter Grade,B-,Freshmn Composition
6,00527,,00527,,00527,Nikki Jones,4,African American Studies,5B,001,A,Letter Grade,A+,Afam Life & Cul U S
17,00527,,00527,,00527,Nikki Jones,4,African American Studies,5B,001,A,Letter Grade,A,Afam Life & Cul U S
11,00527,,00527,,00527,Nikki Jones,3.7,African American Studies,5B,001,A,Letter Grade,A-,Afam Life & Cul U S
6,00527,,00527,,00527,Nikki Jones,3.3,African American Studies,5B,001,B,Letter Grade,B+,Afam Life & Cul U S
2,00527,,00527,,00527,Nikki Jones,3,African American Studies,5B,001,B,Letter Grade,B,Afam Life & Cul U S
